GSM,302,720,10100,55752,0,-113.9728,50.8802,18027,157,1,1343318865,1721917750,0
GSM,302,720,10100,55751,0,-113.9555,50.9061,3019,153,1,1343318865,1721917750,0
GSM,302,720,10100,59852,0,-113.9815,50.8945,6592,119,1,1343318894,1721917750,0
GSM,302,720,8100,47322,0,-122.5829,49.1331,3121,24,1,1343333041,1764971283,0
GSM,302,720,8100,47321,0,-122.5744,49.1434,7320,32,1,1343333041,1764971341,0
GSM,302,720,8100,48651,0,-122.6035,49.1542,3885,28,1,1343333041,1764971341,0
GSM,302,720,10100,55611,0,-114.0632,51.0181,3805,166,1,1343359504,1721917746,0
GSM,302,720,10100,43741,0,-114.0639,51.0097,5011,103,1,1343359504,1721917746,0
GSM,302,720,10100,43743,0,-114.0937,51.0069,4784,130,1,1343359510,1721917746,0
GSM,302,720,10100,50803,0,-114.0393,51.0187,6639,111,1,1343359510,1721917743,0
GSM,302,720,10100,53001,0,-114.0706,51.0001,9015,86,1,1343469859,1721917746,0
GSM,302,720,10100,44083,0,-114.0269,50.9629,3375,43,1,1343489384,1721917746,0
GSM,302,720,10100,44081,0,-114.0105,50.961,5653,50,1,1343489384,1721917746,0
GSM,302,720,10100,44082,0,-113.9944,50.9475,5310,132,1,1343489384,1721917747,0
GSM,302,720,10100,43971,0,-114.0202,50.9951,8021,66,1,1343489390,1721917746,0
GSM,302,720,10100,55761,0,-114.0254,50.9898,4093,112,1,1343489390,1721917746,0
GSM,302,720,10100,55762,0,-114.0296,50.9733,3742,41,1,1343489395,1721917746,0
GSM,302,720,10100,43733,0,-114.0195,51.0199,8001,68,1,1343489406,1721917743,0
GSM,302,720,10100,59853,0,-114.0129,50.9186,5639,79,1,1343520973,1721917748,0
GSM,302,720,10100,54242,0,-114.0155,50.9756,4338,32,1,1343587088,1721917746,0
GSM,302,720,10100,44091,0,-114.1012,50.9795,11834,133,1,1343627678,1721917746,0
GSM,302,720,10100,44092,0,-114.0929,50.9577,18254,104,1,1343627678,1721917744,0
GSM,302,720,10100,55781,0,-114.1299,51.0103,1931,118,1,1344035073,1721917744,0
